"AÑO","FECHA","DIA","HORA","AREA","DIRECCION HECHO","CONTROLES DE TRANSITO","BARRIO HECHO","CLASE DE ACCIDENTE","CLASE DE SERVICIO","GRAVEDAD DEL ACCIDENTE","CLASE DE VEHICULO","Cordenada Geografica "
"2,023","2023/04/02","domingo","13:30:00","URBANA","CALLE 36 CARRERA 42","NO INFORMA","EL RETIRO","CHOQUE","PARTICULAR","SOLO DA„OS","CAMIONETA","POINT (-76.189368 4.073759)"
"2,023","2023/04/02","domingo","02:50:00","URBANA","CARRERA 40 FRENTE A LA TERRAZA","NO INFORMA","OLIMPICO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.188386 4.077806)"
"2,023","2023/04/02","domingo","13:00:00","URBANA","CALLE 24 CARRERA 3","VERTICAL","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.211506 4.094094)"
"2,023","2023/04/02","domingo","22:40:00","URBANA","CALLE 25 CARRERA 22","SEMAFORO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199945 4.086614)"
"2,023","2023/04/03","lunes","09:00:00","URBANA","TRANSVERSAL 12 CALLE 5","NINGUNO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189423 4.100123)"
"2,023","2023/04/06","jueves","14:50:00","URBANA","CARERRA 33A CALLE 40","HORIZONTALES","FATIMA","CHOQUE","PARTICULAR","SOLO DA„OS","CAMIONETA","POINT (-76.193519 4.073161)"
"2,023","2023/04/08","sabado","19:30:00","URBANA","CARRERA 34A CALLE 33","VERTICAL","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.191499 4.089869)"
"2,023","2023/04/09","domingo","11:00:00","URBANA","CARRERA 30 # 30-46","NO INFORMA","VICTORIA","CHOQUE","PARTICULAR","SOLO DA„OS","CAMIONETA","POINT (-76.194708 4.08004)"
"2,023","2023/04/09","domingo","13:00:00","URBANA","TRANSVERSAL 12 CARRERA 22","SEMAFORO","TRASVERSAL 12","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.201856 4.096575)"
"2,023","2023/04/10","lunes","10:30:00","URBANA","CARRERA 28A # 17-04","NO INFORMA","SAN ANTONIO","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.193748 4.092196)"
"2,023","2023/04/11","martes","09:13:00","URBANA","CARRERA 34 CALLE 28","VERTICAL","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191298 4.082456)"
"2,023","2023/04/11","martes","15:15:00","URBANA","CARRERA 40 CARRERA 30","NO INFORMA","VILLA DEL RIO","ATROPELLO","PUBLICO","CON MUERTO","TRACTOCAMION","POINT (-76.193881 4.068214)"
"2,023","2023/04/12","miercoles","18:10:00","URBANA","CARRERA 30 # 15-34","SEMAFORO","POPULAR","CHOQUE","PARTICULAR","SOLO DA„OS","MOTOCICLETA","POINT (-76.18981 4.091591)"
"2,023","2023/04/13","jueves","14:40:00","URBANA","TRANSVERSAL 12 21-24","NO INFORMA","CHIMINANGOS","CHOQUE","PUBLICO","SOLO DA„OS","TAXI","POINT (-76.202208 4.09587)"
"2,023","2023/04/14","viernes","14:10:00","URBANA","TRANSVERSAL 12 CALLE 26A","HORIZONTALES","BOLIVAR","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189423 4.100123)"
"2,023","2023/04/15","sabado","07:50:00","URBANA","CALLE 43 # 27A-136","NO INFORMA","LA BASTILLA","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.19674 4.068218)"
"2,023","2023/04/15","sabado","09:55:00","URBANA","CARRERA 25 CALLE 28","SEMAFORO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.198117 4.083484)"
"2,023","2023/04/15","sabado","13:30:00","URBANA","CARRERA 34 CALLE 28","VERTICAL","VICTORIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191298 4.082456)"
"2,023","2023/04/16","domingo","01:45:00","URBANA","CARRERA 30 CALLE 36","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON MUERTO","AUTOMOVIL","POINT (-76.195165 4.076172)"
"2,023","2023/04/16","domingo","22:30:00","URBANA","CALLE 27 CARRERA 27","SEMAFORO","CENTRO","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.196302 4.084109)"
"2,023","2023/04/20","jueves","13:30:00","URBANA","CARRERA 30 CALLE 24","NO INFORMA","CESPEDES","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.194072 4.086248)"
"2,023","2023/04/20","jueves","17:50:00","URBANA","CARRERA 40 RANCHO PANORAMA","NO INFORMA","COMUNA 3","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.177198 4.094367)"
"2,023","2023/04/21","viernes","15:00:00","URBANA","CARERRA 22 # 27-18","NO INFORMA","No informa","CHOQUE","PARTICULAR","SOLO DA„OS","MOTOCICLETA","POINT (-76.200375 4.084738)"
"2,023","2023/04/21","viernes","20:43:00","URBANA","CALLE 25 CARRERA 27","SEMAFORO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.195945 4.085935)"
"2,023","2023/04/24","lunes","06:06:00","URBANA","CARRERA 10 # 25D 12","NO INFORMA","MARANDUA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.203428 4.096419)"
"2,023","2023/04/24","lunes","00:50:00","RURAL","VIA TULUA LA MARINA SECTOR LA Y","NINGUNO","No informa","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.140337 4.076701)"
"2,023","2023/04/24","lunes","08:30:00","URBANA","VIA PRINCIPAL AGUA CLARA FRENTE 27-31","NO INFORMA","AGUACLARA","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.194503 4.10457)"
"2,023","2023/04/24","lunes","11:10:00","URBANA","CARRERA 20 CALLE 30","NO INFORMA","SAJONIA","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.202468 4.082719)"
"2,023","2023/04/25","martes","07:00:00","URBANA","CARRERA 24 CALLE 28","VERTICAL","CENTRO","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.198933 4.083646)"
"2,023","2023/04/25","martes","No informa","URBANA","TRANSVERSAL 12 CARRERA 28A","NO INFORMA","No informa","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.193382 4.101963)"
"2,023","2023/04/25","martes","14:03:00","URBANA","TRANSVERSAL 12 AV SIMON BOLIVAR","SEMAFORO","PORTALES DEL RIO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189423 4.100123)"
"2,023","2023/04/26","miercoles","13:10:00","URBANA","CARRERA 21 CALLE 32","VERTICAL","SAJONIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201795 4.080615)"
"2,023","2023/04/27","jueves","07:30:00","URBANA","CALLE 27 CARRERA 18A-10","NO INFORMA","LA ESPERANZA","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.203428 4.084461)"
"2,023","2023/04/27","jueves","19:10:00","URBANA","CARRERA 30 CALLE 21","SEMAFORO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.19287 4.088597)"
"2,023","2023/04/29","sabado","11:30:00","URBANA","CALLE 5B CON 20","HORIZONTALES","SAN LUIS","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.202828 4.100478)"
"2,023","2023/04/29","sabado","12:40:00","RURAL","VIA DE TULUA LA MARINA LA Y + 1 KM","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MICROBUS","POINT (-76.140337 4.076701)"
"2,023","2023/04/29","sabado","17:15:00","URBANA","CALLE 41 CARERRA 23","VERTICAL","PRINCIPE","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.202273 4.072844)"
"2,023","2023/04/30","domingo","03:00:00","URBANA","CARRERA 28A FRENTE 17-56","NO INFORMA","VIA SAN ANTONIO","VOLCAMIENTO","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.193337 4.102057)"
"2,023","2023/05/01","lunes","07:50:00","URBANA","CALLE 25 CARRERA 2","NINGUNO","FARFAN","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.212483 4.093121)"
"2,023","2023/05/02","martes","13:25:00","URBANA","CARERRA 29 CALLE 21","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.193506 4.089151)"
"2,023","2023/05/02","martes","16:30:00","URBANA","CALLE 13 CARRERA 38A","NO INFORMA","MORALES","CHOQUE","PARTICULAR","SOLO DA„OS","MOTOCICLETA","POINT (-76.185718 4.093217)"
"2,023","2023/05/02","martes","18:30:00","URBANA","CARRERA 24 CALLE 3B","NINGUNO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199265 4.102613)"
"2,023","2023/05/03","miercoles","13:45:00","URBANA","CARERRA 40 CALLE 25","NINGUNO","COMUNA 2","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.186221 4.084033)"
"2,023","2023/05/03","miercoles","20:00:00","URBANA","CARERRA 28B FRENTE AL 9A23","NO INFORMA","PORTALES DEL RIO","CHOQUE","PARTICULAR","SOLO DA„OS","MOTOCICLETA","POINT (-76.192522 4.093585)"
"2,023","2023/05/04","jueves","15:55:00","URBANA","CARRERA 21 CALLE 32","VERTICAL","SAJONIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201795 4.080615)"
"2,023","2023/05/05","viernes","16:00:00","URBANA","CARERRA 22 CALLE 41A","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.19944 4.071017)"
"2,023","2023/05/05","viernes","09:00:00","URBANA","CARRERA 28B CALLE 17","VERTICAL","COMUNA 3","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.192942 4.092032)"
"2,023","2023/05/06","sabado","12:19:00","URBANA","CARERRA 30 CALLE 22","VERTICAL","CESPEDES","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191456 4.089971)"
"2,023","2023/05/06","sabado","18:25:00","URBANA","VIA PRINCIPAL CORREGIMIENTO DE NARI„O","HORIZONTALES","COMUNA 7","ATROPELLO","PUBLICO","CON HERIDOS","TRACTOCAMION","POINT (-76.234876 4.091011)"
"2,023","2023/05/07","domingo","12:14:00","URBANA","TRANSVERSAL 12 # 21-33","SEMAFORO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.202208 4.09587)"
"2,023","2023/05/08","lunes","08:00:00","URBANA","CALLE 43 FRENTE A HOMECENTER","NO INFORMA","EL RETIRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.190907 4.071907)"
"2,023","2023/05/08","lunes","11:43:00","RURAL","TULUA RIOFFRIO CAI CORALIA + 300 MTS","HORIZONTALES","VIA RIOFRIO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.213454 4.087192)"
"2,023","2023/05/10","miercoles","08:30:00","URBANA","CARRERA 27 CALLE 32","VERTICAL","COMUNA 5","CHOQUE","PUBLICO","CON HERIDOS","CAMIONETA","POINT (-76.197063 4.079788)"
"2,023","2023/05/12","viernes","08:50:00","URBANA","CALLE 27 CARERRA 9 OESTE","NINGUNO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.207733 4.092962)"
"2,023","2023/05/12","viernes","20:00:00","URBANA","CALLE 25 T 10-97","NO INFORMA","COMUNA 6","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.204232 4.089084)"
"2,023","2023/05/13","sabado","11:30:00","URBANA","CARRERA 19 CALLE 32","SEMAFORO","COMUNA 6","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.203289 4.080993)"
"2,023","2023/05/14","domingo","16:50:00","URBANA","CALLE 21 FRENTE 23-30","VERTICAL","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.523706 3.453266)"
"2,023","2023/05/15","lunes","08:10:00","URBANA","CARRERA 20 CALLE 26C","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.20948 4.088986)"
"2,023","2023/05/17","miercoles","07:35:00","URBANA","CARRERA 40 31-66","NO INFORMA","COMUNA 2","CHOQUE","PARTICULAR","CON HERIDOS","BICICLETA","POINT (-76.188947 4.077319)"
"2,023","2023/05/17","miercoles","23:00:00","URBANA","CARERRA 36 CARRERA 32","NINGUNO","COMUNA 1","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.192828 4.086034)"
"2,023","2023/05/19","viernes","12:39:00","URBANA","CARRERA 22 CALLE 5","VERTICAL","COMUNA 9","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.203125 4.101202)"
"2,023","2023/05/20","sabado","No informa","URBANA","CALLE 34 CARRERA 34","VERTICAL","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.193265 4.077264)"
"2,023","2023/05/20","sabado","22:39:00","URBANA","CALLE 22 CARRERA 21","VERTICAL","PALOBONITO","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.200025 4.0893)"
"2,023","2023/05/21","domingo","22:10:00","URBANA","CARRERA 40 CALLE 26","SEMAFORO","COMUNA 2","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.186386 4.083118)"
"2,023","2023/05/24","miercoles","16:00:00","URBANA","CARRERA 3 CALLE 20","HORIZONTALES","COMUNA 7","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.211494 4.094322)"
"2,023","2023/05/25","jueves","12:30:00","URBANA","CARRERA 40 CALLE 29","SEMAFORO","No informa","CHOQUE","PARTICULAR","SOLO DA„OS","MOTOCICLETA","POINT (-76.187571 4.079096)"
"2,023","2023/05/27","sabado","22:00:00","URBANA","CARRERA 34 CALLE 41","VERTICAL","No informa","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.192621 4.0727)"
"2,023","2023/05/27","sabado","18:30:00","URBANA","CARRERA 27A CALLE 36","NO INFORMA","AVENIDA CALI","ATROPELLO","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.196419 4.076309)"
"2,023","2023/05/29","lunes","12:00:00","URBANA","CARRERA 25 CALLE 12B","NINGUNO","COMUNA 9","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.198439 4.096872)"
"2,023","2023/05/30","martes","07:45:00","URBANA","CALLE 27 # 15-11","NO INFORMA","LA ESPERANZA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.2057 4.086087)"
"2,023","2023/06/02","viernes","12:20:00","URBANA","CALLE 25 CARRERA 24","SEMAFORO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.198436 4.086369)"
"2,023","2023/06/04","domingo","21:00:00","URBANA","CALLE 27W FRENTE AL CALLEJON SANTA RITA","NINGUNO","COMUNA 6","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.197618 4.069619)"
"2,023","2023/06/04","domingo","21:30:00","URBANA","CALLE 27 FRENTE AL AEROPUERTO","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.223473 4.088965)"
"2,023","2023/06/04","domingo","22:00:00","URBANA","TRANSVERSAL 12 CARRERA 22","SEMAFORO","COMUNA 8","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.201856 4.096575)"
"2,023","2023/06/05","lunes","14:48:00","URBANA","CALLE 27 CARRERA 22","NO INFORMA","CENTRO","VOLCAMIENTO","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.200234 4.084848)"
"2,023","2023/06/06","martes","08:20:00","URBANA","CARRERA 28 CALLE 28","VERTICAL","No informa","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.19563 4.083083)"
"2,023","2023/06/10","sabado","00:11:00","URBANA","CALLE 41A # 26-37","NO INFORMA","PRINCIPE","CHOQUE","PARTICULAR","CON HERIDOS","CAMPERO","POINT (-76.199129 4.071066)"
"2,023","2023/06/11","domingo","12:40:00","URBANA","TRANSVERSAL 12 # 28-202","NO INFORMA","COMUNA 9","CHOQUE","PARTICULAR","CON MUERTO","BICICLETA","POINT (-76.192413 4.101662)"
"2,023","2023/06/11","domingo","13:00:00","URBANA","CARRERA 22 CALLE 22","SEMAFORO","PALOBONITO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199472 4.089201)"
"2,023","2023/06/11","domingo","14:40:00","URBANA","CARRERA 23 CALLE 12","NINGUNO","EL JARDIN","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199872 4.097486)"
"2,023","2023/06/11","domingo","19:50:00","URBANA","CALLE 24 CARRERA 4A","VERTICAL","No informa","CHOQUE","PUBLICO","CON HERIDOS","TAXI","POINT (-76.201271 4.090503)"
"2,023","2023/06/12","lunes","12:45:00","URBANA","CARRERA 22 FRENTE 5A11","NINGUNO","COMUNA 9","CHOQUE","PARTICULAR","SOLO DA„OS","CAMIONETA","POINT (-76.199389 4.089646)"
"2,023","2023/06/14","miercoles","16:40:00","URBANA","CALLE 21 # 23-30","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.198203 4.089689)"
"2,023","2023/06/16","viernes","15:30:00","URBANA","CARRERA 40 NORTE-SUR P/RA MORALES","NO INFORMA","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.188386 4.077806)"
"2,023","2023/06/16","viernes","18:30:00","URBANA","CARRERA 30 CALLE 38","NINGUNO","COMUNA 1","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.195092 4.074666)"
"2,023","2023/06/16","viernes","18:30:00","URBANA","CALLE 38 FRENTE 30-11","NO INFORMA","COMUNA 1","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.298167 3.53486)"
"2,023","2023/06/17","sabado","No informa","URBANA","CALLE 27 CARRERA 3W","NO INFORMA","No informa","NO INFORMA","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.204025 4.085555)"
"2,023","2023/06/18","domingo","16:00:00","URBANA","CALLE 27 CARRERA 24","SEMAFORO","CENTRO","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.198762 4.084575)"
"2,023","2023/06/18","domingo","17:30:00","URBANA","CARRERA 40 #28-98","NO INFORMA","PANAMERICANO","CHOQUE","PARTICULAR","SOLO DA„OS","MOTOCICLETA","POINT (-76.18848 4.078042)"
"2,023","2023/06/20","martes","06:30:00","URBANA","CARRERA 2 CALLE 20","NO INFORMA","FARFAN","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.212929 4.095445)"
"2,023","2023/06/20","martes","No informa","URBANA","CARRERA 40 DIAGONAL A CARICIAS","NO INFORMA","No informa","VOLCAMIENTO","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.188386 4.077806)"
"2,023","2023/06/22","jueves","17:20:00","URBANA","CALLE 38 CARRERA 25","VERTICAL","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.199488 4.075878)"
"2,023","2023/06/22","jueves","18:50:00","URBANA","CALLE 25 CARRERA 6","NINGUNO","COMUNA 7","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.209823 4.09311)"
"2,023","2023/06/23","viernes","00:15:00","URBANA","CALLE 25 CARRERA 33","VERTICAL","COMUNA 2","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.191746 4.085005)"
"2,023","2023/06/25","domingo","21:15:00","URBANA","TRANSVERSAL 12 VIA TERMINAL","NINGUNO","No informa","VOLCAMIENTO","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.189423 4.100123)"
"2,023","2023/06/27","martes","08:40:00","URBANA","CARRERA 24 CALLE 27","HORIZONTALES","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.198762 4.084575)"
"2,023","2023/06/29","jueves","07:30:00","URBANA","CALLE 29 CARRERA 26","SEMAFORO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.197407 4.082535)"
"2,023","2023/07/02","domingo","21:30:00","URBANA","CARRERA 40 CALLE 20","NO INFORMA","ALVERNIA","CHOQUE","PUBLICO","CON HERIDOS","TAXI","POINT (-76.184973 4.086495)"
"2,023","2023/07/04","martes","03:04:00","URBANA","CALLE 24 CARRERA 10","NO INFORMA","No informa","VOLCAMIENTO","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.206809 4.092774)"
"2,023","2023/07/04","martes","05:00:00","URBANA","CARRERA 40 CALLE 13","SEMAFORO","ESTAMBUL","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.17881 4.092184)"
"2,023","2023/07/04","martes","08:30:00","URBANA","CALLE 23 CARRERA 25","HORIZONTALES","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.197253 4.087862)"
"2,023","2023/07/04","martes","11:20:00","URBANA","CARRERA 27 CALLE 29","SEMAFORO","CENTRO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.196617 4.082316)"
"2,023","2023/07/04","martes","12:07:00","URBANA","CALLE 25 CARRERA 27","SEMAFORO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.195945 4.085935)"
"2,023","2023/07/04","martes","20:50:00","URBANA","CALLE 26 TRANSVERSAL 12","SEMAFORO","No informa","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.189423 4.100123)"
"2,023","2023/07/05","miercoles","15:00:00","URBANA","CARRERA 24 CALLE 19","HORIZONTALES","MARACAIBO","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.197923 4.090939)"
"2,023","2023/07/05","miercoles","16:30:00","RURAL","TRES ESQUINAS FRENTE FINCA VILLA CRUZ","NO INFORMA","TRES ESQUINAS","CHOQUE","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.218908 4.121008)"
"2,023","2023/07/06","jueves","11:50:00","URBANA","CARRERA 33A CALLE 24","VERTICAL","No informa","CHOQUE","PARTICULAR","SOLO DA„OS","CAMPERO","POINT (-76.191043 4.085716)"
"2,023","2023/07/07","viernes","13:30:00","URBANA","CARRERA 26 CALLE 35","VERTICAL","No informa","CHOQUE","PARTICULAR","CON HERIDOS","CAMIONETA","POINT (-76.198281 4.077451)"
"2,023","2023/07/09","domingo","00:50:00","URBANA","TRANSVERSAL 12 FRENTE 25-60","HORIZONTALES","No informa","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189423 4.100123)"
"2,023","2023/07/09","domingo","00:15:00","URBANA","CALLE 26 CARRERA 36","SEMAFORO","ALVERNIA","CHOQUE","PUBLICO","CON HERIDOS","TAXI","POINT (-76.189291 4.083663)"
"2,023","2023/07/11","martes","10:40:00","URBANA","CALLE 27 CARRERA 3","SEMAFORO","ASOGRIN","CHOQUE","PARTICULAR","CON HERIDOS","CAMPERO","POINT (-76.214653 4.087405)"
"2,023","2023/07/12","miercoles","09:30:00","URBANA","CALLE 27 CARRERA 18A","NINGUNO","COMUNA 6","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCARRO","POINT (-76.203224 4.085417)"
"2,023","2023/07/12","miercoles","12:35:00","URBANA","CALLE 7 CARRERA 25B","NO INFORMA","COMUNA 9","CHOQUE","PUBLICO","CON HERIDOS","CAMPERO","POINT (-76.20262 4.099263)"
"2,023","2023/07/14","viernes","No informa","URBANA","CALLE 25 CARRERA 3","NO INFORMA","No informa","ATROPELLO","PARTICULAR","CON MUERTO","MOTOCICLETA","POINT (-76.211583 4.093174)"
"2,023","2023/07/15","sabado","21:46:00","URBANA","CARRERA 40 FRENTE AL ESTAMBUL","SEMAFORO","COMUNA 3","ATROPELLO","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.179368 4.091714)"
"2,023","2023/07/16","domingo","00:40:00","URBANA","CARRERA 30 CALLE 36","VERTICAL","VICTORIA","CHOQUE","PARTICULAR","SOLO DA„OS","MOTOCICLETA","POINT (-76.195165 4.076172)"
"2,023","2023/07/16","domingo","18:20:00","URBANA","TRANSVERSAL 12 FRENTE CONJUNTO BELEN","NO INFORMA","No informa","POR DETERMINAR","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.189423 4.100123)"
"2,023","2023/07/17","lunes","17:00:00","URBANA","CARRERA 2 CALLE 20","NINGUNO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.212929 4.095445)"
"2,023","2023/07/17","lunes","17:45:00","URBANA","TRANSVERSAL 12 CALLE 26D","HORIZONTALES","BUENOS AIRES","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.210193 4.087161)"
"2,023","2023/07/18","martes","17:55:00","URBANA","CARRERA 23 CALLE 21","VERTICAL","COMUNA 4","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.198517 4.08983)"
"2,023","2023/07/23","domingo","00:20:00","URBANA","CARRERA 26 CALLE 25","SEMAFORO","COMUNA 4","CHOQUE","PARTICULAR","SOLO DA„OS","MOTOCICLETA","POINT (-76.196777 4.086061)"
"2,023","2023/07/23","domingo","02:00:00","URBANA","CARRERA 30 CALLE 26","SEMAFORO","No informa","CHOQUE","PARTICULAR","CON HERIDOS","CAMPERO","POINT (-76.194931 4.08469)"
"2,023","2023/07/23","domingo","10:24:00","URBANA","TRANSVERSAL 12 # 25-112","HORIZONTALES","No informa","CHOQUE","PARTICULAR","CON HERIDOS","AUTOMOVIL","POINT (-76.206179 4.091626)"
"2,023","2023/07/23","domingo","20:00:00","URBANA","CARRERA 40 CALLE 25","NO INFORMA","NUEVO ALVERNIA","CHOQUE","PARTICULAR","CON HERIDOS","MOTOCICLETA","POINT (-76.186221 4.084033)"
"2,023","2023/07/26","miercoles","10:55:00","URBANA","CARRERA 34 CALLE 24","VERTICAL","COMUNA 2","CHOQUE","PARTICULAR","SOLO DA„OS","AUTOMOVIL","POINT (-76.190419 4.085609)"
"2,023","2023/07/28","viernes","08:50:00","URBANA","CALLE 26 FRENTE 25-60","NO INFORMA","No informa","ATROPELLO","PUBLICO","CON HERIDOS","BUSETA","POINT (-76.298677 3.523522)"
"2,023","2023/07/28","viernes","09:20:00","RURAL","CRUCE CEILAN-LA MARINA KM 3 ALTURA PASO MALO","NINGUNO","LA MARINA","CHOQUE","PUBLICO","CON HERIDOS","CAMION","POINT (-76.113665 4.046182)"
